X_1 Y_1 X_2 Y_2 X_3 Y_3 X_4 Y_4 X_5 Y_5 X_6 Y_6 X_7 Y_7 X_8 Y_8 X_9 Y_9 X_10 Y_10 
8.03796 3.72177 8.36998 1.73016 5.2747 10.2586 0.981061 6.65872 -0.769829 6.20488 0.496517 9.72624 5.77369 7.63483 4.21259 5.16076 6.29867 9.96567 4.96652 0.30734
8.02352 3.78637 8.42246 1.79931 5.17514 10.2243 0.970051 6.59183 -0.764593 6.11379 0.440894 9.67036 5.73376 7.66648 4.22388 5.13535 6.21879 10.0241 5.03902 0.290569
8.00842 3.85029 8.47355 1.86954 5.07921 10.1871 0.960023 6.52481 -0.757995 6.02266 0.386152 9.61365 5.69342 7.69729 4.2355 5.11029 6.13649 10.0815 5.11191 0.275088
7.99269 3.91355 8.52324 1.94083 4.98706 10.1476 0.950975 6.45769 -0.750029 5.9315 0.332298 9.55614 5.65272 7.7273 4.24745 5.08557 6.05174 10.1375 5.18514 0.260904
7.97634 3.97619 8.57149 2.01313 4.89877 10.106 0.942906 6.39048 -0.740692 5.84034 0.279341 9.49783 5.61169 7.75653 4.25971 5.06117 5.96456 10.1917 5.2587 0.248028
7.95942 4.03825 8.61829 2.0864 4.81433 10.0628 0.935813 6.32318 -0.729976 5.7492 0.22729 9.43873 5.5704 7.78503 4.27227 5.03708 5.875 10.244 5.33256 0.236465
7.94192 4.09975 8.66362 2.16061 4.73362 10.0184 0.929693 6.25581 -0.717876 5.65808 0.176153 9.37887 5.52887 7.81281 4.28512 5.01328 5.78316 10.2939 5.40669 0.226222
7.92388 4.16074 8.70747 2.23571 4.65644 9.97299 0.924542 6.18838 -0.704389 5.56702 0.125937 9.31826 5.48715 7.83993 4.29826 4.98976 5.68914 10.3411 5.48106 0.217305
7.9053 4.22124 8.74981 2.31167 4.58252 9.92708 0.920359 6.1209 -0.689507 5.47603 0.0766534 9.25692 5.44528 7.86641 4.31169 4.9665 5.59311 10.3855 5.55565 0.209717
7.88618 4.2813 8.79065 2.38845 4.51154 9.88093 0.917138 6.05338 -0.673227 5.38513 0.0283098 9.19485 5.40331 7.8923 4.32538 4.94349 5.49525 10.4268 5.63043 0.203462
7.86654 4.34094 8.82995 2.46601 4.44313 9.83477 0.914875 5.98585 -0.655543 5.29435 -0.0190842 9.13208 5.36126 7.91763 4.33936 4.9207 5.39573 10.4649 5.70537 0.198544
7.84638 4.4002 8.86772 2.54432 4.37692 9.78878 0.913568 5.9183 -0.63645 5.2037 -0.0655193 9.06862 5.31917 7.94245 4.3536 4.89814 5.29476 10.4995 5.78045 0.194963
7.82568 4.45912 8.90394 2.62333 4.31253 9.74308 0.91321 5.85076 -0.615943 5.11321 -0.110986 9.00448 5.27706 7.96681 4.36812 4.87578 5.19253 10.5308 5.85563 0.192721
7.80445 4.51773 8.93861 2.70302 4.24962 9.6977 0.913799 5.78324 -0.594016 5.02291 -0.155474 8.93968 5.23496 7.99075 4.38292 4.85361 5.08925 10.5587 5.9309 0.191818
7.78267 4.57606 8.97171 2.78333 4.18785 9.65262 0.915329 5.71575 -0.570665 4.9328 -0.198974 8.87424 5.19289 8.01432 4.39799 4.83162 4.9851 10.5831 6.00622 0.192253
7.76032 4.63413 9.00325 2.86425 4.12695 9.60779 0.917796 5.64831 -0.545885 4.84292 -0.241476 8.80815 5.15085 8.03759 4.41334 4.80981 4.88025 10.6042 6.08156 0.194027
7.73739 4.69197 9.0332 2.94573 4.06666 9.56308 0.921195 5.58092 -0.51967 4.75329 -0.282971 8.74145 5.10885 8.0606 4.42897 4.78815 4.77487 10.622 6.15691 0.197135
7.71386 4.74961 9.06158 3.02773 4.0068 9.51838 0.925521 5.5136 -0.492015 4.66394 -0.323448 8.67414 5.06688 8.08342 4.4449 4.76664 4.66911 10.6366 6.23223 0.201577
7.68969 4.80706 9.08837 3.11023 3.94721 9.4735 0.930768 5.44637 -0.462916 4.57489 -0.362899 8.60623 5.02493 8.1061 4.46113 4.74528 4.56309 10.6481 6.30749 0.207348
7.66487 4.86435 9.11357 3.19319 3.88778 9.42828 0.936931 5.37924 -0.432368 4.48617 -0.401313 8.53774 4.98299 8.12872 4.47767 4.72406 4.45696 10.6565 6.38267 0.214445
7.63935 4.92149 9.13717 3.27657 3.82846 9.38252 0.944004 5.31223 -0.400365 4.3978 -0.438681 8.46868 4.94102 8.15134 4.49452 4.70297 4.35082 10.6619 6.45775 0.222862
7.61311 4.97849 9.15917 3.36034 3.76921 9.33601 0.951981 5.24534 -0.366905 4.30981 -0.474995 8.39906 4.89899 8.17402 4.5117 4.68202 4.24477 10.6646 6.5327 0.232596
7.58611 5.03535 9.17958 3.44447 3.71007 9.28858 0.960857 5.17858 -0.331983 4.22224 -0.510244 8.32891 4.85684 8.19682 4.52922 4.66121 4.1389 10.6644 6.60749 0.24364
7.55831 5.09207 9.19838 3.52892 3.65109 9.24002 0.970624 5.11198 -0.295594 4.1351 -0.544422 8.25822 4.81452 8.21982 4.5471 4.64054 4.0333 10.6615 6.6821 0.255988
7.52966 5.14866 9.21558 3.61367 3.59238 9.19015 0.981275 5.04555 -0.257736 4.04843 -0.577519 8.18702 4.77197 8.24308 4.56534 4.62 3.92804 10.656 6.7565 0.269633
7.50014 5.20511 9.23116 3.69867 3.53407 9.13879 0.992805 4.97929 -0.218404 3.96227 -0.609528 8.11531 4.7291 8.26665 4.58395 4.59961 3.82319 10.648 6.83066 0.284567
7.46969 5.26139 9.24515 3.7839 3.47635 9.08578 1.00521 4.91322 -0.177596 3.87663 -0.64044 8.04312 4.68582 8.29058 4.60296 4.57938 3.71882 10.6375 6.90458 0.300784
7.43827 5.3175 9.25752 3.86932 3.41942 9.03099 1.01847 4.84735 -0.135309 3.79155 -0.670249 7.97045 4.64204 8.31494 4.62238 4.55932 3.61497 10.6245 6.97821 0.318274
7.40584 5.37341 9.26828 3.95491 3.36355 8.97428 1.03259 4.78169 -0.0915405 3.70707 -0.698947 7.89732 4.59763 8.33974 4.64221 4.53944 3.51171 10.6091 7.05155 0.33703
7.37236 5.42909 9.27743 4.04063 3.30901 8.91557 1.04756 4.71625 -0.0462892 3.62322 -0.726528 7.82375 4.55247 8.36501 4.66248 4.51975 3.40907 10.5914 7.12456 0.357042
7.3378 5.4845 9.28497 4.12645 3.25613 8.85479 1.06338 4.65104 0.000446623 3.54003 -0.752986 7.74975 4.50643 8.39076 4.68319 4.50028 3.30712 10.5714 7.19722 0.378301
7.3021 5.5396 9.29089 4.21233 3.20526 8.79192 1.08003 4.58607 0.0486677 3.45753 -0.778315 7.67533 4.45937 8.41699 4.70437 4.48104 3.20589 10.5491 7.26951 0.400797
7.26523 5.59434 9.2952 4.29825 3.15677 8.72697 1.0975 4.52135 0.0983745 3.37577 -0.802511 7.60051 4.41115 8.44364 4.72602 4.46205 3.10541 10.5245 7.34142 0.42452
7.22716 5.64868 9.2979 4.38418 3.11105 8.66002 1.11579 4.45688 0.149567 3.29478 -0.825567 7.52532 4.36161 8.47066 4.74816 4.44335 3.00574 10.4977 7.41291 0.44946
7.18786 5.70255 9.29899 4.47009 3.06849 8.59119 1.1349 4.39268 0.202243 3.21458 -0.847481 7.44975 4.31061 8.49795 4.7708 4.42495 2.9069 10.4688 7.48398 0.475607
7.1473 5.75588 9.29846 4.55594 3.02947 8.52068 1.1548 4.32874 0.256402 3.13524 -0.868249 7.37385 4.258 8.52538 4.79395 4.40689 2.80893 10.4376 7.5546 0.50295
7.10546 5.80862 9.29632 4.6417 2.99437 8.44876 1.17551 4.26507 0.312041 3.05677 -0.887865 7.29762 4.20368 8.55278 4.81761 4.38919 2.71187 10.4043 7.62475 0.531478
7.06233 5.86069 9.29257 4.72735 2.9635 8.37579 1.197 4.20168 0.369157 2.97922 -0.906327 7.22108 4.14752 8.57995 4.8418 4.37189 2.61575 10.3688 7.69441 0.56118
7.01789 5.91202 9.28721 4.81286 2.93711 8.30222 1.21926 4.13857 0.427746 2.90263 -0.923631 7.14426 4.08946 8.60665 4.86652 4.35501 2.52059 10.3311 7.76357 0.592044
6.97213 5.96253 9.28023 4.89819 2.91536 8.22857 1.2423 4.07574 0.487803 2.82703 -0.939772 7.06717 4.02946 8.6326 4.89178 4.33859 2.42644 10.2913 7.83221 0.62406
6.92507 6.01215 9.27165 4.98332 2.89831 8.15544 1.2661 4.0132 0.54932 2.75248 -0.954747 6.98985 3.96753 8.65754 4.91757 4.32267 2.33333 10.2494 7.90031 0.657216
6.87671 6.06079 9.26146 5.06822 2.8859 8.08347 1.29065 3.95093 0.612292 2.679 -0.968551 6.9123 3.90373 8.68117 4.94391 4.30728 2.24128 10.2053 7.96786 0.6915
6.82706 6.10838 9.24967 5.15286 2.87791 8.0133 1.31595 3.88896 0.676709 2.60665 -0.981176 6.83456 3.83814 8.70323 4.97078 4.29245 2.15034 10.1591 8.03484 0.7269
6.77615 6.15484 9.23627 5.23721 2.87405 7.94554 1.34198 3.82727 0.742563 2.53546 -0.992617 6.75665 3.77091 8.7235 4.99819 4.27821 2.06052 10.1108 8.10124 0.763404
6.72402 6.20009 9.22127 5.32125 2.87389 7.88074 1.36874 3.76587 0.809841 2.46549 -1.00287 6.67859 3.70221 8.74179 5.02611 4.26459 1.97186 10.0603 8.16704 0.800999
6.6707 6.24407 9.20467 5.40495 2.87695 7.81932 1.39621 3.70476 0.878533 2.39677 -1.01191 6.6004 3.63222 8.75798 5.05455 4.25163 1.88441 10.0078 8.23223 0.839673
6.61624 6.28669 9.18649 5.48827 2.88267 7.7616 1.4244 3.64394 0.948624 2.32936 -1.01976 6.5221 3.56115 8.77199 5.08348 4.23934 1.7982 9.95325 8.29679 0.879413
6.5607 6.3279 9.16671 5.5712 2.8905 7.70774 1.4533 3.58341 1.0201 2.2633 -1.02638 6.44372 3.48919 8.78379 5.11289 4.22777 1.71326 9.89659 8.36071 0.920205
6.50415 6.36763 9.14535 5.65369 2.8999 7.6578 1.4829 3.52318 1.09294 2.19863 -1.03178 6.36527 3.41655 8.7934 5.14274 4.21693 1.62965 9.83787 8.42398 0.962038
6.44665 6.40582 9.12241 5.73573 2.91033 7.61173 1.51319 3.46324 1.16713 2.13541 -1.03594 6.28678 3.34339 8.80089 5.17303 4.20684 1.54742 9.77711 8.48658 1.0049
6.38828 6.44243 9.09791 5.81729 2.9213 7.5694 1.54418 3.40359 1.24265 2.07369 -1.03886 6.20826 3.26989 8.80634 5.20371 4.19754 1.46662 9.71433 8.54851 1.04877
6.32913 6.4774 9.07184 5.89833 2.93238 7.5306 1.57587 3.34423 1.31948 2.0135 -1.04053 6.12973 3.19618 8.80984 5.23476 4.18903 1.38731 9.64953 8.60974 1.09364
6.26928 6.5107 9.04422 5.97883 2.94319 7.49509 1.60824 3.28517 1.39759 1.95491 -1.04094 6.05121 3.12239 8.81153 5.26613 4.18133 1.30956 9.58273 8.67026 1.1395
6.20883 6.5423 9.01506 6.05875 2.9534 7.46259 1.64132 3.2264 1.47695 1.89795 -1.04009 5.97272 3.04861 8.81152 5.29781 4.17446 1.23342 9.51395 8.73007 1.18633
6.14788 6.57218 8.98436 6.13808 2.96272 7.43281 1.6751 3.16791 1.55754 1.84268 -1.03796 5.89428 2.97491 8.80995 5.32974 4.16842 1.15898 9.44322 8.78915 1.23412
6.08652 6.60033 8.95213 6.21676 2.97095 7.40546 1.70959 3.10971 1.63932 1.78914 -1.03456 5.8159 2.90135 8.80693 5.36188 4.16324 1.08632 9.37054 8.84748 1.28285
6.02486 6.62673 8.91839 6.29479 2.97791 7.38023 1.7448 3.05179 1.72225 1.73737 -1.02987 5.7376 2.82795 8.8026 5.39421 4.15891 1.01552 9.29595 8.90506 1.33251
5.96299 6.6514 8.88316 6.37212 2.98347 7.35685 1.78073 2.99415 1.8063 1.68741 -1.02389 5.6594 2.75473 8.79705 5.42667 4.15543 0.946659 9.21946 8.96187 1.3831
5.90101 6.67435 8.84643 6.44873 2.98755 7.33504 1.81741 2.93678 1.89142 1.63931 -1.01662 5.58132 2.68167 8.79039 5.45923 4.15282 0.879845 9.14112 9.01791 1.43458
5.83903 6.69559 8.80824 6.52458 2.99009 7.31455 1.85484 2.87968 1.97756 1.59309 -1.00806 5.50337 2.60875 8.78271 5.49184 4.15106 0.815172 9.06095 9.07315 1.48696
5.77714 6.71514 8.76858 6.59965 2.99107 7.29513 1.89305 2.82284 2.06468 1.54881 -0.998192 5.42559 2.53593 8.77409 5.52447 4.15016 0.752743 8.97899 9.12759 1.54021
5.71543 6.73305 8.72748 6.6739 2.99047 7.27658 1.93205 2.76625 2.15271 1.50647 -0.987023 5.34797 2.46317 8.76459 5.55708 4.1501 0.692664 8.89529 9.18122 1.59432
5.65398 6.74935 8.68496 6.7473 2.98831 7.25867 1.97186 2.70993 2.2416 1.46612 -0.974547 5.27054 2.39041 8.75426 5.58962 4.15089 0.635048 8.80991 9.23402 1.64928
5.59288 6.76409 8.64103 6.81983 2.98463 7.24125 2.01251 2.65385 2.33129 1.42777 -0.960763 5.19333 2.31758 8.74313 5.62207 4.1525 0.580007 8.72289 9.28598 1.70508
5.53221 6.7773 8.59572 6.89146 2.97947 7.22412 2.05403 2.59802 2.4217 1.39144 -0.945669 5.11635 2.24461 8.73121 5.65438 4.15493 0.527659 8.63432 9.33709 1.76169
5.47204 6.78905 8.54903 6.96215 2.97287 7.20716 2.09643 2.54245 2.51277 1.35715 -0.929264 5.03961 2.17143 8.71851 5.68653 4.15818 0.478119 8.54428 9.38735 1.81912
5.41242 6.79939 8.501 7.03188 2.96489 7.19021 2.13976 2.48713 2.60443 1.3249 -0.911546 4.96314 2.09796 8.70501 5.71847 4.16221 0.431504 8.45287 9.43674 1.87733
5.35341 6.80838 8.45164 7.10062 2.95559 7.17317 2.18404 2.43207 2.69659 1.2947 -0.892516 4.88695 2.02413 8.69067 5.75019 4.16702 0.387928 8.36019 9.48524 1.93633
5.29507 6.81607 8.40097 7.16834 2.94505 7.15593 2.22929 2.37727 2.78917 1.26654 -0.872173 4.81106 1.94988 8.67544 5.78165 4.17259 0.3475 8.26638 9.53285 1.99609
5.23744 6.82252 8.34902 7.23502 2.93331 7.13839 2.27556 2.32275 2.8821 1.24041 -0.850518 4.7355 1.87511 8.65926 5.81283 4.17891 0.310324 8.17158 9.57957 2.0566
5.18055 6.8278 8.29581 7.30062 2.92046 7.12048 2.32286 2.26852 2.9753 1.21632 -0.827551 4.66028 1.79979 8.64202 5.84369 4.18596 0.276491 8.07596 9.62536 2.11785
5.12443 6.83197 8.24137 7.36512 2.90656 7.10213 2.37124 2.2146 3.06868 1.19423 -0.803275 4.58541 1.72386 8.62363 5.87423 4.19371 0.246082 7.97969 9.67024 2.17983
5.0691 6.83509 8.18571 7.4285 2.89167 7.08327 2.42073 2.16101 3.16215 1.17413 -0.777691 4.51091 1.64727 8.60396 5.90442 4.20217 0.219161 7.88299 9.71418 2.24251
5.01459 6.83721 8.12888 7.49074 2.87587 7.06387 2.47134 2.10777 3.25565 1.156 -0.750803 4.43681 1.57 8.58288 5.93423 4.21129 0.195771 7.78608 9.75718 2.3059
4.96089 6.83839 8.07088 7.55181 2.85922 7.04388 2.52311 2.05491 3.34909 1.13981 -0.722614 4.36312 1.49204 8.56025 5.96365 4.22108 0.175935 7.68918 9.79922 2.36996
4.90801 6.8387 8.01175 7.61168 2.84178 7.02327 2.57607 2.00247 3.44241 1.12552 -0.693129 4.28985 1.4134 8.53591 5.99267 4.23151 0.15965 7.59256 9.8403 2.4347
4.85595 6.83819 7.95151 7.67035 2.82362 7.00202 2.63022 1.95048 3.53551 1.1131 -0.662354 4.21703 1.33409 8.5097 6.02126 4.24257 0.146886 7.49647 9.88041 2.50009
4.80472 6.83691 7.8902 7.72778 2.8048 6.98011 2.6856 1.89898 3.62835 1.10252 -0.630295 4.14466 1.25416 8.48146 6.04942 4.25424 0.137585 7.40118 9.91954 2.56612
4.75429 6.83491 7.82784 7.78396 2.78538 6.95754 2.74221 1.84801 3.72085 1.09373 -0.596959 4.07278 1.17367 8.45105 6.07713 4.26649 0.131659 7.30694 9.95767 2.63278
4.70465 6.83225 7.76446 7.83887 2.76542 6.93431 2.80007 1.79761 3.81297 1.08671 -0.562356 4.00138 1.0927 8.41831 6.10438 4.27933 0.128994 7.21402 9.9948 2.70005
4.6558 6.82897 7.70008 7.8925 2.74498 6.9104 2.85919 1.74783 3.90464 1.0814 -0.526495 3.9305 1.01136 8.38311 6.13117 4.29272 0.129447 7.12264 10.0309 2.76792
4.6077 6.82512 7.63474 7.94483 2.72412 6.88584 2.91956 1.69872 3.99581 1.07776 -0.489387 3.86014 0.929747 8.34534 6.15747 4.30665 0.132853 7.03304 10.066 2.83637
4.56034 6.82074 7.56846 7.99585 2.70288 6.86063 2.98119 1.65034 4.08646 1.07576 -0.451046 3.79033 0.848006 8.3049 6.18328 4.32111 0.139021 6.94539 10.1001 2.90539
4.5137 6.81589 7.50128 8.04554 2.68133 6.83479 3.04409 1.60272 4.17653 1.07536 -0.411483 3.72109 0.766276 8.26171 6.20859 4.33608 0.147743 6.85986 10.1331 2.97497
4.46775 6.81058 7.43323 8.09389 2.65952 6.80833 3.10822 1.55592 4.266 1.0765 -0.370713 3.65243 0.684714 8.2157 6.23341 4.35155 0.158797 6.77658 10.1651 3.04509
4.42246 6.80488 7.36433 8.14089 2.63749 6.78127 3.1736 1.51 4.35485 1.07916 -0.328752 3.58438 0.603483 8.16685 6.25771 4.36749 0.171947 6.69565 10.1961 3.11573
4.3778 6.7988 7.29462 8.18654 2.61529 6.75365 3.2402 1.46501 4.44304 1.08328 -0.285616 3.51695 0.522755 8.11513 6.28149 4.3839 0.18695 6.61713 10.226 3.18689
4.33376 6.79238 7.22412 8.23082 2.59298 6.72547 3.30801 1.42099 4.53056 1.08884 -0.241321 3.45017 0.442707 8.06055 6.30476 4.40075 0.203558 6.54103 10.2548 3.25854
4.2903 6.78566 7.15286 8.27373 2.57059 6.69678 3.377 1.37802 4.6174 1.09579 -0.195886 3.38406 0.363517 8.00313 6.3275 4.41803 0.221525 6.46735 10.2825 3.33066
4.24738 6.77866 7.08089 8.31526 2.54817 6.66759 3.44716 1.33612 4.70355 1.10409 -0.149327 3.31864 0.285364 7.94293 6.34971 4.43572 0.24061 6.39603 10.3092 3.40325
4.20498 6.7714 7.00822 8.35541 2.52577 6.63793 3.51844 1.29537 4.78899 1.11371 -0.101663 3.25393 0.208423 7.87999 6.37138 4.45381 0.26058 6.32702 10.3348 3.47629
4.16307 6.76392 6.93488 8.39417 2.50341 6.60783 3.59084 1.25579 4.87374 1.12462 -0.0529111 3.18996 0.132864 7.8144 6.39252 4.47229 0.281216 6.2602 10.3593 3.54976
4.12163 6.75623 6.86091 8.43154 2.48115 6.57732 3.66431 1.21746 4.95779 1.13677 -0.00309065 3.12674 0.0588502 7.74624 6.41312 4.49112 0.302314 6.19545 10.3826 3.62365
4.08061 6.74836 6.78634 8.46753 2.459 6.54643 3.73881 1.1804 5.04113 1.15015 0.0477809 3.06432 -0.0134669 7.67562 6.43318 4.51031 0.323692 6.13264 10.4049 3.69793
4.03998 6.74031 6.7112 8.50212 2.43701 6.51518 3.81433 1.14467 5.12379 1.16471 0.0996857 3.00269 -0.0839472 7.60265 6.4527 4.52983 0.345189 6.0716 10.426 3.7726
3.99973 6.73211 6.63551 8.53533 2.41521 6.48361 3.89081 1.1103 5.20576 1.18044 0.152606 2.94191 -0.152465 7.52745 6.47167 4.54966 0.366669 6.01218 10.4461 3.84764
3.9598 6.72376 6.55931 8.56715 2.39363 6.45173 3.96822 1.07734 5.28706 1.1973 0.206525 2.88197 -0.218908 7.45014 6.4901 4.5698 0.388021 5.95422 10.465 3.92302
3.92019 6.71528 6.48262 8.59758 2.37229 6.41957 4.04651 1.04583 5.36769 1.21527 0.261424 2.82292 -0.283181 7.37085 6.50798 4.59021 0.409156 5.89753 10.4827 3.99874
3.88085 6.70667 6.40548 8.62662 2.35121 6.38715 4.12565 1.01579 5.44766 1.23432 0.317288 2.76477 -0.345203 7.2897 6.52531 4.6109 0.430013 5.84196 10.4994 4.07477
3.84175 6.69794 6.3279 8.65429 2.33042 6.3545 4.2056 0.987263 5.527 1.25444 0.374098 2.70754 -0.40491 7.20681 6.5421 4.63183 0.450551 5.78736 10.5149 4.1511
3.80287 6.6891 6.24992 8.68058 2.30994 6.32164 4.28631 0.960278 5.60571 1.27561 0.43184 2.65126 -0.462248 7.12232 6.55833 4.653 0.470751 5.73355 10.5292 4.22771
3.76417 6.68014 6.17157 8.70549 2.28979 6.28858 4.36774 0.934859 5.68382 1.29781 0.490495 2.59595 -0.517182 7.03633 6.57402 4.67439 0.49061 5.68041 10.5424 4.30459
3.72562 6.67106 6.09287 8.72904 2.26997 6.25535 4.44984 0.91103 5.76132 1.32103 0.550048 2.54162 -0.569683 6.94897 6.58916 4.69598 0.510145 5.6278 10.5544 4.38171
3.6872 6.66187 6.01385 8.75123 2.25051 6.22195 4.53257 0.888813 5.83824 1.34525 0.610482 2.48831 -0.619736 6.86035 6.60376 4.71776 0.529385 5.5756 10.5652 4.45907
3.64886 6.65255 5.93453 8.77206 2.23141 6.18841 4.61589 0.868224 5.91459 1.37046 0.67178 2.43604 -0.667335 6.77056 6.6178 4.73971 0.548372 5.5237 10.5749 4.53663
3.61059 6.6431 5.85493 8.79155 2.21268 6.15473 4.69975 0.849281 5.99038 1.39665 0.733926 2.38481 -0.71248 6.67973 6.63131 4.76182 0.567157 5.47199 10.5835 4.61439
3.57234 6.63351 5.77509 8.80969 2.19433 6.12092 4.78411 0.831996 6.06563 1.42382 0.796904 2.33465 -0.755179 6.58792 6.64427 4.78407 0.585801 5.4204 10.5908 4.69232
3.5341 6.62378 5.69503 8.82649 2.17636 6.087 4.86893 0.816379 6.14036 1.45196 0.860695 2.28558 -0.795444 6.49525 6.6567 4.80644 0.604369 5.36884 10.597 4.77041
3.49583 6.61387 5.61477 8.84197 2.15877 6.05298 4.95416 0.802438 6.21456 1.48106 0.925283 2.23762 -0.833294 6.40179 6.66859 4.82892 0.622933 5.31726 10.6019 4.84863
3.4575 6.60379 5.53432 8.85612 2.14157 6.01885 5.03975 0.790181 6.28825 1.51113 0.99065 2.19078 -0.868747 6.30763 6.67994 4.8515 0.641569 5.26559 10.6057 4.92698
3.41908 6.59351 5.45373 8.86896 2.12475 5.98462 5.12568 0.77961 6.36145 1.54215 1.05678 2.14508 -0.901828 6.21284 6.69076 4.87416 0.660356 5.21379 10.6083 5.00543
3.38055 6.58302 5.37299 8.88049 2.1083 5.9503 5.21189 0.770728 6.43415 1.57414 1.12365 2.10054 -0.932563 6.11749 6.70105 4.89688 0.679373 5.16183 10.6097 5.08396
3.34187 6.57229 5.29215 8.89072 2.09224 5.91589 5.29835 0.763535 6.50637 1.60709 1.19125 2.05717 -0.960976 6.02166 6.71082 4.91966 0.698702 5.10968 10.6099 5.16256
3.30301 6.5613 5.21121 8.89966 2.07654 5.88139 5.38502 0.75803 6.57811 1.64101 1.25956 2.01499 -0.987098 5.9254 6.72007 4.94248 0.718426 5.05732 10.6089 5.2412
3.26396 6.55002 5.1302 8.90732 2.06121 5.84679 5.47185 0.754209 6.64937 1.67589 1.32855 1.97401 -1.01095 5.82879 6.7288 4.96532 0.738628 5.00475 10.6067 5.31987
3.22468 6.53842 5.04913 8.9137 2.04623 5.8121 5.55881 0.75207 6.72017 1.71175 1.39821 1.93424 -1.03258 5.73187 6.73702 4.98817 0.759389 4.95197 10.6033 5.39854
3.18514 6.52648 4.96804 8.91881 2.03159 5.77731 5.64587 0.751607 6.79049 1.74858 1.46852 1.89571 -1.05199 5.63472 6.74473 5.01102 0.78079 4.89897 10.5987 5.4772
3.14532 6.51415 4.88692 8.92265 2.01729 5.74241 5.73297 0.752812 6.86035 1.78639 1.53946 1.85841 -1.06923 5.53737 6.75195 5.03386 0.802913 4.84578 10.5929 5.55583
3.1052 6.50141 4.80582 8.92525 2.00331 5.70739 5.82009 0.75568 6.92973 1.82519 1.61101 1.82237 -1.08432 5.43989 6.75866 5.05666 0.825836 4.79242 10.5858 5.6344
3.06476 6.48822 4.72473 8.92659 1.98964 5.67226 5.9072 0.7602 6.99864 1.86499 1.68314 1.78759 -1.09728 5.34231 6.76489 5.07943 0.849636 4.73892 10.5776 5.71291
3.02396 6.47453 4.64369 8.9267 1.97626 5.63698 5.99425 0.766364 7.06707 1.90579 1.75585 1.75409 -1.10815 5.2447 6.77063 5.10215 0.874389 4.68531 10.5681 5.79132
2.9828 6.46031 4.5627 8.92557 1.96316 5.60156 6.08121 0.774163 7.13502 1.94759 1.8291 1.72187 -1.11696 5.1471 6.7759 5.12481 0.900168 4.63164 10.5574 5.86962
2.94124 6.4455 4.4818 8.92321 1.95033 5.56597 6.16805 0.783585 7.20247 1.99041 1.90288 1.69095 -1.12373 5.04955 6.7807 5.14739 0.927043 4.57795 10.5455 5.94778
2.89928 6.43007 4.40098 8.91964 1.93775 5.5302 6.25474 0.79462 7.26943 2.03426 1.97716 1.66133 -1.12848 4.95209 6.78503 5.16988 0.955083 4.52431 10.5324 6.02579
2.85689 6.41396 4.32028 8.91485 1.9254 5.49423 6.34124 0.807255 7.33588 2.07914 2.05193 1.63303 -1.13125 4.85477 6.78891 5.19228 0.984352 4.47077 10.5181 6.10363
2.81407 6.39711 4.23971 8.90885 1.91327 5.45802 6.42752 0.82148 7.40182 2.12506 2.12715 1.60604 -1.13205 4.75763 6.79233 5.21458 1.01491 4.41741 10.5026 6.18128
2.7708 6.37949 4.15929 8.90166 1.90134 5.42157 6.51356 0.83728 7.46721 2.17202 2.20282 1.58039 -1.13091 4.66071 6.79532 5.23676 1.04682 4.3643 10.4858 6.25871
2.72706 6.36102 4.07903 8.89327 1.8896 5.38484 6.59932 0.854644 7.53207 2.22005 2.2789 1.55606 -1.12786 4.56404 6.79787 5.25881 1.08013 4.31152 10.4679 6.3359
2.68286 6.34165 3.99895 8.88369 1.87803 5.34779 6.68477 0.873559 7.59636 2.26913 2.35538 1.53307 -1.12292 4.46767 6.79999 5.28074 1.1149 4.25917 10.4487 6.41284
2.63819 6.32132 3.91908 8.87292 1.86661 5.31039 6.76988 0.894011 7.66008 2.31928 2.43223 1.51143 -1.11611 4.37163 6.8017 5.30252 1.15116 4.20734 10.4283 6.4895
2.59304 6.29997 3.83943 8.86099 1.85533 5.27259 6.85463 0.915986 7.7232 2.37051 2.50944 1.49113 -1.10744 4.27596 6.803 5.32416 1.18896 4.15614 10.4067 6.56586
2.54741 6.27753 3.76001 8.84788 1.84418 5.23437 6.93899 0.93947 7.78571 2.42282 2.58697 1.47218 -1.09696 4.18069 6.80389 5.34564 1.22833 4.10567 10.3839 6.6419
2.50132 6.25394 3.68085 8.8336 1.83314 5.19565 7.02293 0.964451 7.84759 2.47621 2.6648 1.45459 -1.08466 4.08585 6.80439 5.36695 1.26931 4.05605 10.3599 6.7176
2.45476 6.22912 3.60197 8.81817 1.8222 5.1564 7.10642 0.990913 7.90881 2.53071 2.74293 1.43834 -1.07059 3.99149 6.80451 5.3881 1.31189 4.00741 10.3347 6.79293
2.40775 6.20301 3.52338 8.80159 1.81136 5.11654 7.18944 1.01884 7.96936 2.58629 2.82131 1.42345 -1.05474 3.89763 6.80425 5.40908 1.35611 3.95987 10.3083 6.86788
2.36031 6.17555 3.4451 8.78385 1.80062 5.07603 7.27197 1.04822 8.0292 2.64298 2.89994 1.40992 -1.03715 3.8043 6.80362 5.42987 1.40197 3.91358 10.2807 6.94243
2.31245 6.14665 3.36716 8.76498 1.78996 5.03477 7.35397 1.07905 8.08833 2.70078 2.97878 1.39773 -1.01782 3.71154 6.80263 5.45048 1.44945 3.86866 10.2519 7.01655
