X_1 Y_1 X_2 Y_2 X_3 Y_3 X_4 Y_4 X_5 Y_5 X_6 Y_6 X_7 Y_7 X_8 Y_8 X_9 Y_9 X_10 Y_10 
-1.34446 2.78731 8.67484 7.66163 2.79472 4.25592 0.875888 3.62727 -2.21481 6.4661 2.47365 7.3398 8.1124 1.82008 4.61398 7.23821 9.80048 3.41717 4.99316 4.44116
-1.30588 2.71189 8.62428 7.7334 2.84304 4.18245 0.914099 3.55861 -2.23711 6.38885 2.41406 7.24423 8.18817 1.85661 4.54377 7.24266 9.81655 3.50546 5.04432 4.45427
-1.26638 2.63692 8.57227 7.80405 2.89479 4.11135 0.953851 3.49086 -2.25841 6.3113 2.35858 7.14661 8.26358 1.89458 4.47301 7.24501 9.83068 3.59394 5.09436 4.46939
-1.22598 2.56241 8.51882 7.87353 2.94986 4.0427 0.99515 3.42408 -2.27872 6.23344 2.3073 7.0471 8.33859 1.934 4.40176 7.24523 9.84289 3.68256 5.14317 4.48646
-1.18466 2.48839 8.46397 7.94182 3.00811 3.97655 1.038 3.35828 -2.29804 6.1553 2.26037 6.94584 8.41317 1.97486 4.33009 7.24332 9.85319 3.77125 5.19067 4.5054
-1.14243 2.41487 8.40774 8.00891 3.06943 3.913 1.08241 3.29352 -2.31639 6.07689 2.21788 6.84302 8.48729 2.01717 4.25807 7.23924 9.86161 3.85996 5.23677 4.52615
-1.09929 2.34186 8.35013 8.07475 3.13371 3.8521 1.12839 3.22982 -2.33377 5.99821 2.17994 6.73884 8.56089 2.06093 4.18576 7.233 9.86815 3.94864 5.28138 4.54862
-1.05524 2.26938 8.29117 8.13932 3.20081 3.79392 1.17594 3.16722 -2.35019 5.91927 2.14663 6.63348 8.63396 2.10615 4.11323 7.22457 9.87285 4.03722 5.32444 4.57274
-1.01029 2.19744 8.23089 8.20261 3.27062 3.73852 1.22507 3.10575 -2.36564 5.8401 2.11806 6.52718 8.70643 2.15282 4.04055 7.21394 9.87574 4.12565 5.36588 4.59842
-0.964431 2.12606 8.16931 8.26459 3.34302 3.68597 1.27579 3.04544 -2.38013 5.76071 2.09429 6.42015 8.77828 2.20094 3.96777 7.20107 9.87685 4.21389 5.40563 4.62558
-0.917674 2.05525 8.10645 8.32522 3.41788 3.63633 1.32811 2.98632 -2.39368 5.68111 2.07537 6.31265 8.84944 2.2505 3.89496 7.18597 9.8762 4.30189 5.44365 4.65414
-0.870019 1.98503 8.04232 8.3845 3.49508 3.58964 1.38204 2.92843 -2.40627 5.60131 2.06137 6.20493 8.91989 2.3015 3.82217 7.1686 9.87384 4.3896 5.47987 4.684
-0.82147 1.91541 7.97696 8.44239 3.5745 3.54597 1.43758 2.87179 -2.41792 5.52134 2.0523 6.09728 8.98957 2.35393 3.74948 7.14894 9.8698 4.47698 5.51425 4.71509
-0.772033 1.84641 7.91038 8.49887 3.65601 3.50536 1.49476 2.81643 -2.42863 5.44121 2.04818 5.98997 9.05843 2.40778 3.67695 7.12697 9.86413 4.564 5.54676 4.74731
-0.721712 1.77803 7.84262 8.55392 3.73949 3.46787 1.55356 2.76239 -2.43839 5.36094 2.04901 5.8833 9.12642 2.46302 3.60464 7.10267 9.85685 4.65063 5.57736 4.78057
-0.670514 1.7103 7.77369 8.60752 3.82481 3.43354 1.61401 2.70969 -2.44722 5.28055 2.05477 5.77759 9.1935 2.51965 3.53263 7.07602 9.84802 4.73682 5.60601 4.81479
-0.618445 1.64322 7.70361 8.65965 3.91186 3.40242 1.67611 2.65835 -2.4551 5.20005 2.0654 5.67313 9.25961 2.57764 3.46098 7.04699 9.83768 4.82257 5.6327 4.84988
-0.565513 1.5768 7.63242 8.71028 4.00049 3.37454 1.73987 2.60842 -2.46203 5.11946 2.08085 5.57024 9.32472 2.63697 3.38978 7.01557 9.82585 4.90785 5.65741 4.88575
-0.511726 1.51107 7.56014 8.75939 4.0906 3.34995 1.80528 2.55993 -2.46802 5.03881 2.10103 5.46924 9.38876 2.69762 3.3191 6.98174 9.8126 4.99263 5.68013 4.92231
-0.457093 1.44603 7.48679 8.80696 4.18205 3.32868 1.87236 2.51289 -2.47306 4.95809 2.12584 5.37043 9.4517 2.75956 3.24903 6.94549 9.79794 5.07692 5.70083 4.95947
-0.401626 1.38171 7.41239 8.85298 4.27472 3.31077 1.9411 2.46736 -2.47715 4.87734 2.15514 5.27411 9.5135 2.82275 3.17965 6.90681 9.78194 5.16069 5.71952 4.99715
-0.345332 1.31811 7.33698 8.89741 4.36848 3.29624 2.0115 2.42335 -2.48028 4.79657 2.18879 5.18056 9.5741 2.88718 3.11104 6.86569 9.76461 5.24394 5.7362 5.03527
-0.288226 1.25525 7.26058 8.94025 4.46322 3.28513 2.08355 2.38091 -2.48244 4.71578 2.22663 5.09006 9.63346 2.9528 3.04331 6.82214 9.746 5.32667 5.75087 5.07372
-0.230317 1.19314 7.18321 8.98147 4.5588 3.27746 2.15724 2.34007 -2.48364 4.635 2.26846 5.00285 9.69156 3.01959 2.97656 6.77616 9.72614 5.40888 5.76353 5.11244
-0.171618 1.13181 7.1049 9.02105 4.6551 3.27326 2.23257 2.30086 -2.48386 4.55423 2.31409 4.91918 9.74834 3.0875 2.91087 6.72775 9.70505 5.49056 5.7742 5.15134
-0.112141 1.07126 7.02568 9.05898 4.752 3.27255 2.30952 2.26333 -2.4831 4.47348 2.3633 4.83923 9.80379 3.1565 2.84636 6.67694 9.68278 5.57173 5.7829 5.19033
-0.0518993 1.01153 6.94558 9.09523 4.84935 3.27534 2.38805 2.22751 -2.48136 4.39277 2.41583 4.76318 9.85785 3.22655 2.78314 6.62373 9.65933 5.65238 5.78963 5.22934
0.00909493 0.952614 6.86461 9.12979 4.94704 3.28164 2.46816 2.19344 -2.47863 4.3121 2.47144 4.6912 9.91051 3.29761 2.72132 6.56817 9.63474 5.73252 5.79443 5.26828
0.0708293 0.894544 6.78282 9.16264 5.04492 3.29147 2.5498 2.16117 -2.47491 4.23149 2.52985 4.62338 9.96174 3.36965 2.66102 6.51028 9.60903 5.81217 5.79732 5.30708
0.133292 0.837335 6.70022 9.19377 5.14287 3.30484 2.63295 2.13073 -2.47019 4.15092 2.59077 4.55981 10.0115 3.44262 2.60235 6.45011 9.5822 5.89132 5.79833 5.34567
0.196471 0.781006 6.61684 9.22315 5.24073 3.32173 2.71756 2.10216 -2.46447 4.07043 2.65391 4.50053 10.0598 3.51649 2.54545 6.38771 9.55427 5.96998 5.79749 5.38397
0.260356 0.725576 6.53272 9.25077 5.33835 3.34214 2.80358 2.07552 -2.45774 3.98999 2.71896 4.44556 10.1066 3.59121 2.49044 6.32314 9.52526 6.04817 5.79484 5.42191
0.324936 0.671065 6.44788 9.27661 5.4356 3.36606 2.89097 2.05084 -2.45002 3.90963 2.78559 4.39487 10.1519 3.66675 2.43744 6.25647 9.49516 6.12589 5.79043 5.45944
0.390202 0.617489 6.36235 9.30066 5.5323 3.39345 2.97967 2.02817 -2.44129 3.82934 2.8535 4.3484 10.1956 3.74307 2.38658 6.18778 9.46399 6.20315 5.78429 5.49648
0.456145 0.564869 6.27615 9.3229 5.62829 3.42429 3.06962 2.00756 -2.43156 3.74913 2.92238 4.30605 10.2378 3.82012 2.33798 6.11716 9.43174 6.27994 5.77647 5.53298
0.522758 0.513222 6.18933 9.34332 5.72342 3.45854 3.16076 1.98905 -2.42083 3.669 2.99191 4.2677 10.2785 3.89788 2.29176 6.04472 9.39842 6.35629 5.76703 5.56889
0.590034 0.462566 6.10191 9.36189 5.81749 3.49612 3.25302 1.97268 -2.4091 3.58896 3.06181 4.2332 10.3176 3.9763 2.24803 5.97057 9.36401 6.43218 5.756 5.60415
0.657968 0.412917 6.01391 9.37861 5.91035 3.53699 3.34633 1.9585 -2.39637 3.50899 3.13182 4.20237 10.3551 4.05534 2.20688 5.89483 9.32853 6.50762 5.74345 5.63872
0.726553 0.364292 5.92539 9.39346 6.0018 3.58106 3.44063 1.94655 -2.38266 3.42911 3.20169 4.17502 10.3911 4.13498 2.16842 5.81762 9.29195 6.5826 5.72943 5.67256
0.795786 0.316706 5.83635 9.40642 6.09167 3.62823 3.53582 1.93688 -2.36796 3.34933 3.27121 4.15094 10.4255 4.21517 2.13271 5.73909 9.25428 6.65714 5.71398 5.70564
0.865663 0.270174 5.74685 9.41748 6.17979 3.67841 3.63184 1.92954 -2.35228 3.26963 3.3402 4.12993 10.4583 4.29588 2.09983 5.65936 9.2155 6.73121 5.69718 5.73793
0.936181 0.22471 5.65691 9.42663 6.26598 3.73148 3.72861 1.92455 -2.33563 3.19003 3.40851 4.11176 10.4895 4.37707 2.06981 5.57859 9.17561 6.80482 5.67907 5.76939
1.00734 0.180328 5.56656 9.43386 6.35007 3.78731 3.82604 1.92195 -2.31802 3.11053 3.47603 4.09623 10.5192 4.45872 2.0427 5.49692 9.13458 6.87795 5.65969 5.80001
1.07913 0.13704 5.47585 9.43915 6.43191 3.84578 3.92406 1.92179 -2.29946 3.03113 3.54268 4.08312 10.5473 4.54079 2.01853 5.41448 9.09241 6.9506 5.63911 5.82976
1.15156 0.0948585 5.38481 9.44249 6.51135 3.90673 4.02257 1.92409 -2.27995 2.95185 3.60841 4.07224 10.5739 4.62324 1.9973 5.33143 9.04909 7.02275 5.61737 5.85864
1.22461 0.0537954 5.29347 9.44387 6.58826 3.97002 4.1215 1.92889 -2.25951 2.87267 3.67321 4.0634 10.5989 4.70604 1.97901 5.2479 9.00461 7.09438 5.59451 5.88662
1.2983 0.0138617 5.20188 9.44327 6.66251 4.0355 4.22075 1.9362 -2.23814 2.79362 3.73707 4.05643 10.6224 4.78917 1.96365 5.16403 8.95894 7.16548 5.57058 5.9137
1.37261 -0.0249316 5.11007 9.4407 6.734 4.10302 4.32025 1.94606 -2.21586 2.7147 3.80004 4.05117 10.6443 4.8726 1.9512 5.07995 8.91208 7.23603 5.5456 5.93985
1.44755 -0.0625741 5.01808 9.43613 6.80263 4.1724 4.41991 1.95847 -2.19267 2.63592 3.86215 4.04749 10.6647 4.95629 1.94164 4.9958 8.86402 7.30601 5.51962 5.96507
1.52312 -0.0990552 4.92595 9.42956 6.86834 4.24351 4.51963 1.97346 -2.16858 2.55728 3.92347 4.04527 10.6836 5.04021 1.93491 4.9117 8.81474 7.37539 5.49267 5.98934
1.5993 -0.134365 4.83373 9.42098 6.93107 4.31618 4.61934 1.99103 -2.14362 2.47879 3.98407 4.04442 10.7009 5.12434 1.93099 4.82776 8.76424 7.44415 5.46476 6.01265
1.6761 -0.168493 4.74145 9.41039 6.99076 4.39026 4.71895 2.01119 -2.11778 2.40048 4.04406 4.04484 10.7168 5.20864 1.92982 4.7441 8.71249 7.51226 5.43594 6.03497
1.75351 -0.201429 4.64916 9.39778 7.04739 4.46561 4.81837 2.03394 -2.09108 2.32234 4.10351 4.04649 10.7311 5.2931 1.93135 4.66082 8.65951 7.57969 5.40622 6.05629
1.83153 -0.233164 4.55689 9.38313 7.10094 4.54209 4.91752 2.05928 -2.06353 2.24439 4.16252 4.04933 10.744 5.37768 1.93552 4.57804 8.60526 7.6464 5.37562 6.07658
1.91016 -0.263686 4.4647 9.36646 7.1514 4.61955 5.01631 2.08721 -2.03514 2.16664 4.22119 4.05333 10.7554 5.46236 1.94227 4.49585 8.54975 7.71237 5.34417 6.09581
1.98938 -0.292986 4.37263 9.34775 7.19879 4.69787 5.11465 2.11772 -2.00591 2.08911 4.27961 4.05849 10.7653 5.54711 1.95155 4.41433 8.49297 7.77757 5.31188 6.11395
2.0692 -0.321054 4.28072 9.327 7.2431 4.77692 5.21248 2.15079 -1.97587 2.01181 4.33788 4.06482 10.7738 5.63191 1.96328 4.33358 8.43492 7.84194 5.27878 6.13097
2.14961 -0.347877 4.18902 9.30421 7.28436 4.85659 5.30969 2.18641 -1.94503 1.93476 4.39608 4.07237 10.7809 5.71673 1.9774 4.25368 8.37559 7.90546 5.24489 6.14682
2.23059 -0.373447 4.09757 9.27939 7.3226 4.93678 5.40623 2.22457 -1.91338 1.85796 4.4543 4.08118 10.7865 5.80154 1.99386 4.1747 8.31498 7.96809 5.21023 6.16147
2.31215 -0.397751 4.00642 9.25252 7.35784 5.01737 5.502 2.26523 -1.88095 1.78145 4.51258 4.0913 10.7907 5.88633 2.01257 4.0967 8.25309 8.02978 5.17483 6.17486
2.39428 -0.420778 3.91563 9.22362 7.39011 5.09827 5.59694 2.30837 -1.84773 1.70522 4.571 4.10283 10.7935 5.97108 2.03348 4.01977 8.18991 8.0905 5.13873 6.18695
2.47696 -0.442516 3.82523 9.19269 7.41946 5.1794 5.69096 2.35397 -1.81375 1.6293 4.6296 4.11583 10.7949 6.05575 2.05651 3.94395 8.12546 8.1502 5.10195 6.19769
2.56019 -0.462954 3.73527 9.15972 7.44593 5.26066 5.784 2.40199 -1.77901 1.55371 4.68839 4.13041 10.7949 6.14032 2.08161 3.86931 8.05973 8.20883 5.06454 6.20703
2.64396 -0.482078 3.64581 9.12474 7.46953 5.34199 5.87598 2.45241 -1.74353 1.47845 4.7474 4.14667 10.7936 6.22479 2.10871 3.79589 7.99274 8.26635 5.02654 6.21491
2.72825 -0.499878 3.55689 9.08775 7.49033 5.42332 5.96683 2.50518 -1.70729 1.40356 4.80662 4.16471 10.7908 6.30911 2.13775 3.72374 7.92448 8.32272 4.98801 6.22128
2.81306 -0.516338 3.46857 9.04875 7.50835 5.50457 6.05649 2.56027 -1.67033 1.32904 4.86601 4.18465 10.7868 6.39328 2.16866 3.65291 7.85497 8.37789 4.949 6.22608
2.89838 -0.531447 3.3809 9.00776 7.52363 5.58569 6.14489 2.61763 -1.63265 1.25491 4.92553 4.20659 10.7814 6.47728 2.20139 3.58343 7.78421 8.4318 4.90959 6.22928
2.98418 -0.54519 3.29392 8.9648 7.5362 5.66662 6.23197 2.67722 -1.59425 1.18119 4.98511 4.23065 10.7746 6.56108 2.23586 3.51535 7.71223 8.48443 4.86984 6.23081
3.07047 -0.557554 3.20769 8.91986 7.5461 5.7473 6.31767 2.73899 -1.55514 1.1079 5.04465 4.25691 10.7666 6.64467 2.27204 3.44869 7.63903 8.53571 4.82984 6.23064
3.15722 -0.568525 3.12226 8.87298 7.55336 5.8277 6.40191 2.80291 -1.51533 1.03505 5.10405 4.28548 10.7572 6.72803 2.30984 3.38348 7.56462 8.5856 4.78967 6.22873
3.24442 -0.578087 3.03768 8.82418 7.55801 5.90776 6.48466 2.8689 -1.47484 0.962651 5.16316 4.31644 10.7466 6.81113 2.34924 3.31976 7.48903 8.63406 4.74945 6.22505
3.33206 -0.586225 2.95401 8.77346 7.56007 5.98744 6.56583 2.93692 -1.43365 0.890728 5.22182 4.34984 10.7346 6.89397 2.39015 3.25753 7.41228 8.68103 4.70927 6.21959
3.42012 -0.592926 2.87129 8.72085 7.55957 6.06671 6.64539 3.00692 -1.3918 0.819295 5.27986 4.38575 10.7214 6.97653 2.43255 3.19683 7.33437 8.72647 4.66925 6.21232
3.50858 -0.598172 2.78959 8.66638 7.55654 6.14551 6.72326 3.07883 -1.34927 0.748365 5.33709 4.42418 10.7069 7.05879 2.47636 3.13767 7.25535 8.77034 4.6295 6.20326
3.59744 -0.601949 2.70895 8.61007 7.55098 6.22383 6.79941 3.15259 -1.30609 0.677954 5.39328 4.46515 10.6912 7.14073 2.52156 3.08006 7.17521 8.81259 4.59015 6.19241
3.68667 -0.604241 2.62942 8.55194 7.54293 6.30161 6.87377 3.22814 -1.26225 0.608076 5.44823 4.50864 10.6742 7.22234 2.56807 3.02402 7.094 8.85317 4.55131 6.17979
3.77625 -0.60503 2.55106 8.49203 7.53239 6.37884 6.9463 3.30541 -1.21776 0.538745 5.5017 4.55463 10.656 7.3036 2.61587 2.96957 7.01174 8.89205 4.51311 6.16546
3.86618 -0.604302 2.47393 8.43036 7.51939 6.45547 7.01693 3.38432 -1.17264 0.469973 5.55348 4.60304 10.6366 7.3845 2.66491 2.9167 6.92845 8.92917 4.47567 6.14945
3.95643 -0.60204 2.39806 8.36697 7.50394 6.53147 7.08563 3.46481 -1.12688 0.401775 5.60333 4.6538 10.6159 7.46503 2.71513 2.86542 6.84417 8.9645 4.4391 6.13182
4.04698 -0.598226 2.32352 8.30189 7.48606 6.60682 7.15234 3.54681 -1.0805 0.334163 5.65105 4.70681 10.5941 7.54516 2.7665 2.81575 6.75891 8.998 4.4035 6.11266
4.13781 -0.592844 2.25036 8.23515 7.46574 6.68147 7.21702 3.63023 -1.0335 0.267148 5.69644 4.76195 10.5711 7.62489 2.81898 2.76769 6.67272 9.02963 4.36899 6.09203
4.22891 -0.585877 2.17862 8.16678 7.44302 6.75541 7.27963 3.715 -0.985894 0.200742 5.73931 4.8191 10.5469 7.7042 2.87252 2.72124 6.58563 9.05935 4.33563 6.07004
4.32025 -0.577309 2.10835 8.09683 7.4179 6.82859 7.34012 3.80103 -0.937681 0.134956 5.7795 4.87809 10.5215 7.78307 2.92709 2.6764 6.49766 9.08712 4.30352 6.04676
4.41182 -0.567123 2.0396 8.02533 7.39039 6.90099 7.39845 3.88825 -0.888872 0.0698007 5.81687 4.93878 10.495 7.8615 2.98264 2.63318 6.40885 9.11291 4.27272 6.02232
4.50358 -0.555301 1.97243 7.95231 7.3605 6.97257 7.45459 3.97658 -0.839475 0.00528683 5.85129 5.00099 10.4674 7.93946 3.03914 2.59157 6.31924 9.13669 4.24329 5.9968
4.59553 -0.541826 1.90687 7.87782 7.32824 7.0433 7.50851 4.06592 -0.789496 -0.0585761 5.88269 5.06455 10.4386 8.01695 3.09654 2.55158 6.22887 9.15841 4.21525 5.97033
4.68763 -0.526683 1.84297 7.8019 7.29363 7.11315 7.56017 4.1562 -0.738943 -0.121779 5.91097 5.12928 10.4087 8.09395 3.15482 2.51321 6.13778 9.17806 4.18865 5.94299
4.77986 -0.509853 1.78077 7.72458 7.25668 7.18208 7.60954 4.24733 -0.687823 -0.184312 5.93611 5.195 10.3777 8.17045 3.21393 2.47645 6.04599 9.1956 4.16351 5.91491
4.8722 -0.49132 1.72032 7.64591 7.21741 7.25006 7.65662 4.33923 -0.636144 -0.246166 5.95807 5.26152 10.3457 8.24643 3.27384 2.44131 5.95356 9.21099 4.13982 5.88618
4.96462 -0.471067 1.66165 7.56593 7.17581 7.31705 7.70137 4.43182 -0.583913 -0.307335 5.97684 5.32867 10.3125 8.32188 3.33451 2.40779 5.86053 9.22421 4.1176 5.85691
5.05709 -0.449078 1.60481 7.48467 7.13191 7.38302 7.74379 4.525 -0.531138 -0.367808 5.99245 5.39626 10.2783 8.39679 3.3959 2.37587 5.76694 9.23524 4.09682 5.8272
5.14958 -0.425337 1.54983 7.40219 7.08572 7.44793 7.78387 4.61871 -0.477825 -0.42758 6.00492 5.46413 10.2431 8.47114 3.45798 2.34557 5.67283 9.24404 4.07747 5.79715
5.24207 -0.399826 1.49675 7.31853 7.03726 7.51174 7.82158 4.71286 -0.423983 -0.486642 6.01431 5.53208 10.2068 8.54492 3.52071 2.31687 5.57826 9.25059 4.05953 5.76685
5.33452 -0.372529 1.4456 7.23372 6.98653 7.57441 7.85695 4.80737 -0.369619 -0.544987 6.02067 5.59997 10.1695 8.61811 3.58405 2.28977 5.48327 9.25487 4.04295 5.73639
5.4269 -0.343431 1.39642 7.14782 6.93357 7.6359 7.88995 4.90216 -0.31474 -0.602608 6.02408 5.66764 10.1313 8.69071 3.64797 2.26427 5.38792 9.25684 4.0277 5.70584
5.51918 -0.312515 1.34924 7.06087 6.87838 7.69617 7.92061 4.99715 -0.259353 -0.6595 6.02462 5.73493 10.092 8.76269 3.71243 2.24037 5.29225 9.2565 4.01373 5.67528
5.61132 -0.279767 1.30408 6.97291 6.82098 7.75517 7.94892 5.09228 -0.203466 -0.715656 6.02239 5.80171 10.0517 8.83405 3.77741 2.21806 5.19632 9.25382 4.001 5.64479
5.70328 -0.24517 1.26097 6.88398 6.7614 7.81286 7.9749 5.18746 -0.147086 -0.771069 6.01749 5.86785 10.0105 8.90477 3.84285 2.19734 5.10018 9.24877 3.98945 5.61443
5.79504 -0.208709 1.21995 6.79415 6.69964 7.8692 7.99856 5.28263 -0.0902195 -0.825736 6.01001 5.93325 9.9683 8.97483 3.90872 2.1782 5.0039 9.24134 3.97904 5.58425
5.88654 -0.170369 1.18103 6.70344 6.63575 7.92413 8.01992 5.37771 -0.0328744 -0.879649 6.00008 5.99779 9.92518 9.04423 3.97499 2.16063 4.90753 9.23152 3.9697 5.55431
5.97774 -0.130136 1.14425 6.61191 6.56973 7.9776 8.03899 5.47263 0.0249427 -0.932804 5.9878 6.06138 9.88113 9.11296 4.04163 2.14463 4.81113 9.21928 3.96137 5.52464
6.06861 -0.0879955 1.10961 6.5196 6.50161 8.02956 8.05581 5.56734 0.0832249 -0.985196 5.97328 6.12396 9.83616 9.18099 4.10859 2.13019 4.71478 9.20461 3.95401 5.49529
6.1591 -0.0439335 1.07715 6.42657 6.43142 8.07996 8.07039 5.66176 0.141966 -1.03682 5.95663 6.18545 9.79029 9.24832 4.17584 2.11731 4.61853 9.1875 3.94756 5.4663
6.24917 0.00206339 1.04687 6.33286 6.35918 8.12875 8.08277 5.75583 0.201158 -1.08767 5.93796 6.2458 9.74354 9.31493 4.24335 2.10597 4.52245 9.16794 3.94195 5.43768
6.33875 0.0500083 1.01881 6.23852 6.28493 8.17586 8.09297 5.84949 0.260797 -1.13775 5.91737 6.30498 9.6959 9.38081 4.31107 2.09616 4.42662 9.14592 3.93714 5.40947
6.42781 0.0999137 0.992969 6.14359 6.2087 8.22123 8.10103 5.94267 0.320874 -1.18705 5.89495 6.36295 9.6474 9.44595 4.37898 2.08789 4.3311 9.12143 3.93308 5.38167
6.5163 0.151792 0.969369 6.04813 6.13051 8.26482 8.10698 6.03533 0.381385 -1.23556 5.87081 6.41969 9.59804 9.51034 4.44703 2.08113 4.23598 9.09446 3.92971 5.3543
6.60415 0.205654 0.948023 5.95219 6.0504 8.30655 8.11087 6.12739 0.442323 -1.28329 5.84502 6.47519 9.54784 9.57397 4.51519 2.07587 4.14132 9.06502 3.92699 5.32737
6.69131 0.26151 0.928941 5.85582 5.96842 8.34635 8.11272 6.21881 0.503682 -1.33022 5.81768 6.52946 9.49681 9.63682 4.58343 2.07211 4.04721 9.0331 3.92487 5.30088
6.77773 0.319372 0.912136 5.75906 5.8846 8.38418 8.11259 6.30953 0.565458 -1.37636 5.78885 6.58248 9.44495 9.69888 4.65172 2.06984 3.95372 8.9987 3.92331 5.27484
6.86335 0.379248 0.897617 5.66198 5.79899 8.41995 8.11051 6.39951 0.627643 -1.42171 5.75859 6.63428 9.39229 9.76014 4.72001 2.06903 3.86093 8.96183 3.92227 5.24925
6.94809 0.441147 0.885392 5.56461 5.71162 8.45361 8.10653 6.48868 0.690234 -1.46625 5.72697 6.68487 9.33883 9.8206 4.78827 2.06967 3.76893 8.9225 3.92171 5.2241
7.03191 0.505076 0.875468 5.46702 5.62256 8.48508 8.1007 6.57701 0.753225 -1.51 5.69404 6.73427 9.28458 9.88024 4.85647 2.07176 3.67781 8.88071 3.92161 5.1994
7.11472 0.571044 0.867851 5.36926 5.53186 8.5143 8.09307 6.66446 0.81661 -1.55293 5.65984 6.7825 9.22955 9.93906 4.92458 2.07526 3.58764 8.83648 3.92192 5.17513
7.19647 0.639054 0.862545 5.27137 5.43957 8.5412 8.08369 6.75096 0.880386 -1.59507 5.62441 6.82958 9.17376 9.99703 4.99257 2.08018 3.49852 8.78983 3.92261 5.15129
7.27708 0.709113 0.859554 5.17342 5.34576 8.56571 8.07261 6.8365 0.944548 -1.63639 5.58778 6.87553 9.11721 10.0542 5.0604 2.08649 3.41052 8.74077 3.92367 5.12787
7.35648 0.781224 0.858879 5.07545 5.25049 8.58776 8.05988 6.92103 1.00909 -1.6769 5.54996 6.92038 9.05992 10.1104 5.12805 2.09417 3.32374 8.68933 3.92506 5.10487
7.4346 0.855389 0.860521 4.97753 5.15383 8.60729 8.04555 7.00451 1.07401 -1.7166 5.51099 6.96416 9.0019 10.1658 5.19547 2.10321 3.23826 8.63553 3.92677 5.08227
7.51134 0.931609 0.864479 4.8797 5.05587 8.62424 8.02968 7.08692 1.1393 -1.75548 5.47085 7.00688 8.94315 10.2204 5.26266 2.11358 3.15418 8.5794 3.92876 5.06007
7.58664 1.00988 0.870752 4.78203 4.95668 8.63852 8.01232 7.16822 1.20497 -1.79354 5.42957 7.04855 8.88368 10.274 5.32958 2.12528 3.07157 8.52097 3.93104 5.03826
7.66041 1.09021 0.879337 4.68456 4.85634 8.6501 7.99354 7.24838 1.27099 -1.83079 5.38714 7.0892 8.82352 10.3268 5.3962 2.13826 2.99052 8.46029 3.93357 5.01683
7.73257 1.17259 0.890228 4.58736 4.75495 8.65889 7.97337 7.32738 1.33738 -1.86721 5.34355 7.12883 8.76266 10.3787 5.46249 2.15253 2.91112 8.3974 3.93634 4.99578
7.80302 1.25701 0.90342 4.49048 4.65261 8.66486 7.95188 7.40521 1.40413 -1.90282 5.29879 7.16746 8.70112 10.4296 5.52845 2.16805 2.83345 8.33233 3.93934 4.97509
7.87167 1.34347 0.918906 4.39397 4.5494 8.66793 7.92912 7.48183 1.47123 -1.9376 5.25287 7.20508 8.63892 10.4797 5.59404 2.18481 2.7576 8.26513 3.94256 4.95476
7.93843 1.43195 0.936677 4.2979 4.44544 8.66806 7.90514 7.55724 1.53868 -1.97156 5.20575 7.24168 8.57605 10.5288 5.65925 2.20278 2.68364 8.19587 3.94599 4.93479
8.0032 1.52245 0.956723 4.20232 4.34083 8.66519 7.88001 7.63142 1.60648 -2.00469 5.15743 7.27727 8.51253 10.577 5.72405 2.22195 2.61165 8.1246 3.94961 4.91516
8.06589 1.61495 0.979034 4.1073 4.23569 8.65929 7.85376 7.70436 1.67463 -2.03699 5.10789 7.31182 8.44838 10.6243 5.78844 2.24229 2.5417 8.05138 3.95342 4.89588
8.12638 1.70943 1.0036 4.01288 4.13013 8.6503 7.82646 7.77604 1.74312 -2.06847 5.05712 7.34531 8.38359 10.6706 5.85239 2.26378 2.47386 7.97628 3.95741 4.87694
8.18457 1.80586 1.0304 3.91912 4.02426 8.63818 7.79815 7.84647 1.81195 -2.09912 5.00509 7.37773 8.3182 10.7159 5.9159 2.28641 2.4082 7.89937 3.96157 4.85833
8.24036 1.90424 1.05942 3.82609 3.91821 8.6229 7.76888 7.91564 1.88111 -2.12893 4.9518 7.40903 8.2522 10.7604 5.97896 2.31015 2.34478 7.82072 3.9659 4.84006
8.29362 2.00451 1.09064 3.73384 3.8121 8.60443 7.7387 7.98354 1.95061 -2.15792 4.89722 7.43919 8.1856 10.8038 6.04156 2.33498 2.28366 7.74041 3.97038 4.82212
8.34425 2.10666 1.12406 3.64243 3.70606 8.58273 7.70765 8.05018 2.02044 -2.18607 4.84136 7.46815 8.11842 10.8463 6.10369 2.3609 2.22489 7.65853 3.97503 4.80451
8.39212 2.21063 1.15964 3.55192 3.60021 8.55779 7.67579 8.11556 2.0906 -2.21339 4.78421 7.49587 8.05067 10.8877 6.16535 2.38788 2.16851 7.57515 3.97982 4.78722
8.43712 2.31639 1.19737 3.46236 3.49468 8.52958 7.64315 8.17968 2.16108 -2.23988 4.72576 7.5223 7.98236 10.9282 6.22655 2.41591 2.11457 7.49038 3.98475 4.77027
8.47912 2.42388 1.23722 3.37382 3.3896 8.4981 7.60977 8.24254 2.23189 -2.26553 4.66601 7.54739 7.91351 10.9677 6.28727 2.44498 2.06309 7.40429 3.98983 4.75365
8.518 2.53305 1.27918 3.28635 3.28511 8.46333 7.5757 8.30417 2.30301 -2.29034 4.60497 7.57106 7.84411 11.0062 6.34753 2.47509 2.01411 7.31699 3.99504 4.73736
